Year,Area,Street,Street 2,Strange HTML
2012,,"Outside  Moomoo's  Bar,  South  Parade,  Sutton  Coldfield","Outside Moomoo's Bar, South Parade, Sutton Coldfield",
2012,,"Outside  Moomoo's  Bar,  South  Parade,  Sutton  Coldfield.","Outside Moomoo's Bar, South Parade, Sutton Coldfield.",
2012,,"Outside  New  St  Station,  Birmingham  City  Ctr","Outside New St Station, Birmingham City Ctr",
2012,,"Outside  Temple  Bar,  Lower  Parade,  Sutton  Coldfield","Outside Temple Bar, Lower Parade, Sutton Coldfield",
2012,,"Outside  The  Swan  Public  House,  High  St,  Erdington","Outside The Swan Public House, High St, Erdington",
2012,,"Outside  The  Temple  Bar,  Sutton  Coldfield  Town  Ctr.","Outside The Temple Bar, Sutton Coldfield Town Ctr.",
2012,,Parade  Sutton,Parade Sutton,
2012,,Parade  Sutton  Coldfield,Parade Sutton Coldfield,
2012,,Parade  Sutton  Coldfield,Parade Sutton Coldfield,
2012,,Parade  Sutton  Coldfield  Town  Ctr,Parade Sutton Coldfield Town Ctr,
2012,,"Parade,  Sutton  Coldfield","Parade, Sutton Coldfield",
2012,,"Rectory  Rd,  Sutton  Coldfield","Rectory Rd, Sutton Coldfield",
2012,,Reddicap  Hill,Reddicap Hill,
2012,,"Redwing  Grove,  Erdington,  B'ham","Redwing Grove, Erdington, B'ham",
2012,,"Redwing  Grove,  Erdington,  B'ham","Redwing Grove, Erdington, B'ham",
2012,,"Redwing  Grove,  Erdington,  B'ham","Redwing Grove, Erdington, B'ham",
2012,,"Redwing  Grove,  Erdington,  B'ham","Redwing Grove, Erdington, B'ham",
2012,,"Redwing  Grove,  Erdington,  B'ham","Redwing Grove, Erdington, B'ham",
2012,,"Redwing  Grove,  Erdington,  B'ham","Redwing Grove, Erdington, B'ham",
2012,,"Redwing  Grove,  Erdington,  B'ham","Redwing Grove, Erdington, B'ham",
2012,,Reservoir  Rd  Erdington,Reservoir Rd Erdington,
2012,,Reservoir  Rd  Erdington,Reservoir Rd Erdington,
2012,,Reservoir  Rd  Erdington,Reservoir Rd Erdington,
2012,,Reservoir  Rd  Erdington,Reservoir Rd Erdington,
2012,,Reservoir  Rd  Erdington,Reservoir Rd Erdington,
2012,,Reservoir  Rd,Reservoir Rd,
2012,,"Ridgeway,  Erdington","Ridgeway, Erdington",
2012,,Sc  Town  Ctr,Sc Town Ctr,
2012,,Short  Heath  Rd,Short Heath Rd,
2012,,Slade  Rd,Slade Rd,
2012,,Slade  Rd,Slade Rd,
2012,,"Somerset  Rd,  Erdington","Somerset Rd, Erdington",
2012,,South  Parade,South Parade,
2012,,South  Parade,South Parade,
2012,,South  Parade,South Parade,
2012,,South  Parade,South Parade,
2012,,South  Parade,South Parade,
2012,,South  Parade,South Parade,
2012,,South  Parade          Sutton  Coldfield  Town  Ctr,South Parade ?????? Sutton Coldfield Town Ctr,
2012,,South  Parade  O/S  Moomoo,South Parade O/S Moomoo,
2012,,South  Parade  S/C  Town  Ctr,South Parade S/C Town Ctr,
2012,,"South  Parade,  Sutton  Coldfield","South Parade, Sutton Coldfield",
2012,,"South  Parade,  Sutton  Coldfield","South Parade, Sutton Coldfield",
2012,,"South  Parade,  Sutton  Coldfield","South Parade, Sutton Coldfield",
2012,,"South  Parade,  Sutton  Coldfield","South Parade, Sutton Coldfield",
2012,,"South  Parade,  Sutton  Coldfield","South Parade, Sutton Coldfield",
2012,,"South  Parade,  Sutton  Coldfield","South Parade, Sutton Coldfield",
2012,,"South  Parade,  Sutton  Coldfield","South Parade, Sutton Coldfield",
2012,,"South  Parade,  Sutton  Coldfield","South Parade, Sutton Coldfield",
2012,,"South  Parade,  Sutton  Coldfield,  Birmingham","South Parade, Sutton Coldfield, Birmingham",
2012,,"South  Parades,  Sutton  Coldfield","South Parades, Sutton Coldfield",
2012,,"St  Mary  &  St  John  Social  Club,  Gravelly  Hill  North","St Mary & St John Social Club, Gravelly Hill North",
2012,,Sutton  New  Rd,Sutton New Rd,
2012,,"Sutton  New  Rd,  Erdington","Sutton New Rd, Erdington",
2012,,"Sutton  New  Rd,  Erdington","Sutton New Rd, Erdington",
2012,,"Sutton  New  Rd,  Erdington","Sutton New Rd, Erdington",
2012,,"Sutton  New  Rd,  Erdington","Sutton New Rd, Erdington",
2012,,"Sutton  New  Rd,  Erdington","Sutton New Rd, Erdington",
2012,,"Sutton  New  Rd,  Erdington","Sutton New Rd, Erdington",
2012,,Sutton  Town  Ctr,Sutton Town Ctr,
2012,,Sutton  Town  Ctr,Sutton Town Ctr,
2012,,Sutton  Town  Ctr,Sutton Town Ctr,
2012,,Sutton  Town  Ctr,Sutton Town Ctr,
2012,,Sutton  Town  Ctr,Sutton Town Ctr,
2012,,Sutton  Town  Ctr,Sutton Town Ctr,
2012,,Sutton  Town  Ctr,Sutton Town Ctr,
2012,,Sutton  Town  Ctr,Sutton Town Ctr,
2012,,Sutton  Town  Ctr,Sutton Town Ctr,
2012,,Sutton  Town  Ctr,Sutton Town Ctr,
2012,,Sutton  Town  Ctr,Sutton Town Ctr,
2012,,Sutton  Town  Ctr,Sutton Town Ctr,
2012,,Sutton  Town  Ctr  Outside  Moo  Moo's,Sutton Town Ctr Outside Moo Moo's,
2012,,"Sycamore  Rd,  Erdingon","Sycamore Rd, Erdingon",
2012,,"Tamworth  Rd,  Sutton  Coldfield","Tamworth Rd, Sutton Coldfield",
2012,,"Tangmere  Drive,  Castle  Vale","Tangmere Drive, Castle Vale",
2012,,"The  Gardens,  Erdington","The Gardens, Erdington",
2012,,"The  Green  House,  Four  Oaks,  Birmingham","The Green House, Four Oaks, Birmingham",
2012,,"The  Green  House,  Four  Oaks,  Sutton  Coldfield","The Green House, Four Oaks, Sutton Coldfield",
2012,,The  Parade,The Parade,
2012,,The  Parade,The Parade,
2012,,The  Parade,The Parade,
2012,,The  Parade  S/C,The Parade S/C,
2012,,The  Parade  Suttontown  Ctr,The Parade Suttontown Ctr,
2012,,"The  Parade,  Sutton  Coldfield","The Parade, Sutton Coldfield",
2012,,"The  Parade,  Sutton  Coldfield","The Parade, Sutton Coldfield",
2012,,"The  Parade,  Sutton  Coldfield","The Parade, Sutton Coldfield",
2012,,"The  Parade,  Sutton  Coldfield","The Parade, Sutton Coldfield",
2012,,"The  Parade,  Sutton  Coldfield","The Parade, Sutton Coldfield",
2012,,"The  Parade,  Sutton  Coldfield","The Parade, Sutton Coldfield",
2012,,"The  Parade,  Sutton  Coldfield","The Parade, Sutton Coldfield",
2012,,"The  Parade,  Sutton  Coldfield","The Parade, Sutton Coldfield",
2012,,"The  Parade,  Sutton  Coldfield.","The Parade, Sutton Coldfield.",
2012,,The  Wylde  Green  Public  House,The Wylde Green Public House,
2012,,"Turnhouse  Rd,  Castle  Vale","Turnhouse Rd, Castle Vale",
2012,,Unknown,Unknown,
2012,,"Victoria  Rd,  Sutton  Coldfield","Victoria Rd, Sutton Coldfield",
2012,,Walmley  Ash  Rd,Walmley Ash Rd,
2012,,Water  Orton  Ln,Water Orton Ln,
2012,,"William  Hill,  Wylde  Green","William Hill, Wylde Green",
2012,,Witton  Lodge  Rd,Witton Lodge Rd,
2012,,"Woodacre  Rd,  Erdington","Woodacre Rd, Erdington",
2012,,"Woodacre  Rd,  Erdington","Woodacre Rd, Erdington",
2012,,"Woodacre  Rd,  Erdington","Woodacre Rd, Erdington",
2012,,Woodington  Rd,Woodington Rd,
2012,,"Wootton  Grove,  Kingstanding,  Birmingham","Wootton Grove, Kingstanding, Birmingham",
2012,,"Yatesbury  Ave,  Castle  Vale","Yatesbury Ave, Castle Vale",
2012,,A38  Northfield,A38 Northfield,
2012,,Abdon  Ave,Abdon Ave,
2012,,Alcester  Rd,Alcester Rd,
2012,,Alcester  Rd  South,Alcester Rd South,
2012,,Aldersmead  Rd,Aldersmead Rd,
2012,,Alwold  Rd,Alwold Rd,
2012,,Belgrave  Middleway,Belgrave Middleway,
2012,,Black  Horse  Public  House  Carpark,Black Horse Public House Carpark,
2012,,Boleyn  Rd,Boleyn Rd,
2012,,Bomerfield  Rd,Bomerfield Rd,
2012,,"Bond  St,  City  Ctr","Bond St, City Ctr",
2012,,Bournville  Ln,Bournville Ln,
2012,,Bournville  Ln,Bournville Ln,
2012,,Bournville  Ln  Front  Office,Bournville Ln Front Office,
2012,,Bournville  Ln  Police  Station,Bournville Ln Police Station,
2012,,Bournville  P.S.,Bournville P.S.,
2012,,Bournville  Police  Station,Bournville Police Station,
2012,,Braceby  Ave,Braceby Ave,
2012,,Brandwood  Park  Rd,Brandwood Park Rd,
2012,,"Bristol  Rd  South,  Northfield","Bristol Rd South, Northfield",
2012,,Bristol  Rd,Bristol Rd,
2012,,Bristol  Rd,Bristol Rd,
2012,,Bristol  Rd,Bristol Rd,
2012,,Bristol  Rd,Bristol Rd,
2012,,Bristol  Rd,Bristol Rd,
2012,,Bristol  Rd,Bristol Rd,
2012,,Bristol  Rd,Bristol Rd,
2012,,Bristol  Rd,Bristol Rd,
2012,,Bristol  Rd,Bristol Rd,
2012,,Bristol  Rd  Northfield,Bristol Rd Northfield,
2012,,Bristol  Rd  Opposite  Royal  Orthopaedic,Bristol Rd Opposite Royal Orthopaedic,
2012,,Bristol  Rd  Selly  Oak,Bristol Rd Selly Oak,
2012,,Bristol  Rd  Selly  Oak,Bristol Rd Selly Oak,
2012,,Bristol  Rd  Selly  Oak,Bristol Rd Selly Oak,
2012,,Bristol  Rd  Selly  Oak,Bristol Rd Selly Oak,
2012,,Bristol  Rd  Selly  Oak,Bristol Rd Selly Oak,
2012,,Bristol  Rd  Selly  Oak  Near  Gun  Barrels  Ph,Bristol Rd Selly Oak Near Gun Barrels Ph,
2012,,Bristol  Rd  South,Bristol Rd South,
2012,,Bristol  Rd  South,Bristol Rd South,
2012,,"Bristol  Rd,  Bournville","Bristol Rd, Bournville",
2012,,"Bristol  Rd,  Selly  Oak","Bristol Rd, Selly Oak",
2012,,Brook  Ln  Billesley,Brook Ln Billesley,
2012,,Brookfield  Rd,Brookfield Rd,
2012,,Bunbury  Rd,Bunbury Rd,
2012,,Church  Rd,Church Rd,
2012,,"Church  Rd,  Edgbaston","Church Rd, Edgbaston",
2012,,"Church  Rd,  Moseley","Church Rd, Moseley",
2012,,City  Rd,City Rd,
2012,,Corn  Mill  Close  Bartley  Green,Corn Mill Close Bartley Green,
2012,,Cotteridge  Island,Cotteridge Island,
2012,,Devon  Rd,Devon Rd,
2012,,Dogpool  Ln,Dogpool Ln,
2012,,"Each  Way  Ln,  Rubery","Each Way Ln, Rubery",
2012,,Edgewood  Rd,Edgewood Rd,
2012,,Edgwood  Rd,Edgwood Rd,
2012,,"Edward  Rd,  Balsall  Heath","Edward Rd, Balsall Heath",
2012,,Fordhouse  Ln,Fordhouse Ln,
2012,,Fredrick  Rd,Fredrick Rd,
2012,,"Gillot  Rd,  Edgbaston","Gillot Rd, Edgbaston",
2012,,"Gillott  Rd,  Edgbaston","Gillott Rd, Edgbaston",
2012,,Gorsley  Piece,Gorsley Piece,
2012,,"Great  Park  Public  House,  Rubery","Great Park Public House, Rubery",
2012,,Great  Park  Rubery,Great Park Rubery,
2012,,Grovelly    Ln,Grovelly  Ln,
2012,,Hagley  Rd,Hagley Rd,
2012,,Hagley  Rd,Hagley Rd,
2012,,Hagley  Rd,Hagley Rd,
2012,,Hagley  Rd,Hagley Rd,
2012,,Hagley  Rd,Hagley Rd,
2012,,"Hagley  Rd,  Birmingham","Hagley Rd, Birmingham",
2012,,"Hagley  Rd,  Edgbaston","Hagley Rd, Edgbaston",
2012,,"Hagley  Rd,  Edgbaston","Hagley Rd, Edgbaston",
2012,,"Harborne  Hall,  Hotel,  Harborne","Harborne Hall, Hotel, Harborne",
2012,,Harborne  Park  Rd,Harborne Park Rd,
2012,,Harbourne  High  St,Harbourne High St,
2012,,Haunch  Ln,Haunch Ln,
2012,,Hawkshurst  Rd,Hawkshurst Rd,
2012,,"Healey  Rd,  Selly  Oak","Healey Rd, Selly Oak",
2012,,"Heather  House,  Kings  Norton","Heather House, Kings Norton",
2012,,Heaton  Drive,Heaton Drive,
2012,,Hgaley  Rd,Hgaley Rd,
2012,,High  St  Harborne,High St Harborne,
2012,,High  St  Harborne,High St Harborne,
2012,,High  St  Harborne,High St Harborne,
2012,,High  St  Harborne,High St Harborne,
2012,,High  St  Harborne,High St Harborne,
2012,,High  St  Harborne,High St Harborne,
2012,,High  St  Harbourne,High St Harbourne,
2012,,High  St  Hraborn,High St Hraborn,
2012,,"High  St,  Haborne","High St, Haborne",
2012,,"High  St,  Harbourne","High St, Harbourne",
2012,,Hillwood  Rd,Hillwood Rd,
2012,,Hindhead  Rd,Hindhead Rd,
2012,,Hisgh  St  Stourbridege,Hisgh St Stourbridege,
2012,,Hollybank  Rd,Hollybank Rd,
2012,,Holybank  Rd,Holybank Rd,
2012,,Houldy  Rd,Houldy Rd,
2012,,Hubert  Croft,Hubert Croft,
2012,,Hurst  St,Hurst St,
2012,,Jenners  Ln,Jenners Ln,
2012,,Jowetts  Ln,Jowetts Ln,
2012,,Katie  Rd,Katie Rd,
2012,,Kitwell  Ln,Kitwell Ln,
2012,,Linden  Rd,Linden Rd,
2012,,Linden  Rd,Linden Rd,
2012,,Lofthouse  Crescent,Lofthouse Crescent,
2012,,Longbridge  Ln,Longbridge Ln,
2012,,Lottie  Rd  Selly  Oak,Lottie Rd Selly Oak,
2012,,"Lynsey  Ave,  Northfield","Lynsey Ave, Northfield",
2012,,Masshouse  Ph,Masshouse Ph,
2012,,Maypole  Grove,Maypole Grove,
2012,,"Merritts  Brook  Ln,  Northfield","Merritts Brook Ln, Northfield",
2012,,"Metchley  Ln,  Harborne","Metchley Ln, Harborne",
2012,,Metchley  Park  Rd,Metchley Park Rd,
2012,,Miles  Rd,Miles Rd,
2012,,Millbrook  Drive  Northfield,Millbrook Drive Northfield,
2012,,Milner  Rd,Milner Rd,
2012,,Moor  St,Moor St,
2012,,Moor  St  Railway  Station,Moor St Railway Station,
2012,,"Morrisons,  Rubery","Morrisons, Rubery",
2012,,"Navigation  Pub,  Kings  Norton","Navigation Pub, Kings Norton",
2012,,Newbury  Ln,Newbury Ln,
2012,,Norhtfield  High  St,Norhtfield High St,
2012,,"Northfield  Rd,  Northfield","Northfield Rd, Northfield",
2012,,"Outside  Goose  Public  House,  Bristol  Rd,  Selly  Oak","Outside Goose Public House, Bristol Rd, Selly Oak",
2012,,Park  Way  Rubery,Park Way Rubery,
2012,,Parkdale  Drive,Parkdale Drive,
2012,,Payne  St,Payne St,
2012,,Pershore  Rd,Pershore Rd,
2012,,Pershore  Rd,Pershore Rd,
2012,,Pershore  Rd,Pershore Rd,
2012,,Pershore  Rd,Pershore Rd,
2012,,Pershore  Rd  Cotteridge,Pershore Rd Cotteridge,
2012,,Pershore  Rd  South,Pershore Rd South,
2012,,Piddock  Rd,Piddock Rd,
2012,,Piddock  Rd  Smethwick,Piddock Rd Smethwick,
2012,,Piddock  Rd  Smethwick,Piddock Rd Smethwick,
2012,,Piddock  Rd  Smethwick,Piddock Rd Smethwick,
2012,,Pineapple  Rd,Pineapple Rd,
2012,,"Premier  Inn,  Great  Park","Premier Inn, Great Park",
2012,,Priory  Rd,Priory Rd,
2012,,Q  E  A  And  E  Metchley  Park  Rd,Q E A And E Metchley Park Rd,
2012,,Qe  Hospital,Qe Hospital,
2012,,Queen  Elizabeth  Hospital,Queen Elizabeth Hospital,
2012,,Queen  Elizabeth  Hospital,Queen Elizabeth Hospital,
2012,,Quinton  Rd,Quinton Rd,
2012,,Ridgeacre  Rd,Ridgeacre Rd,
2012,,Ridgeacre  Rd,Ridgeacre Rd,
2012,,Safernake  Close,Safernake Close,
2012,,Sandon  Rd,Sandon Rd,
2012,,"Sandon  Rd,  Edgbaston","Sandon Rd, Edgbaston",
2012,,Selly  Oak  Railway  Station,Selly Oak Railway Station,
2012,,Selly  Oak  Railway  Station,Selly Oak Railway Station,
2012,,Shannon  Rd,Shannon Rd,
2012,,Shenly  Ln,Shenly Ln,
2012,,Sir  Herbert  Austin  Way,Sir Herbert Austin Way,
2012,,"Smithy  Hotel,  Hagley  Rd","Smithy Hotel, Hagley Rd",
2012,,Solihull  High  St,Solihull High St,
2012,,St  Mary's  Hospice,St Mary's Hospice,
2012,,Stonehouse  Ln,Stonehouse Ln,
2012,,Stonehouse  Public  House,Stonehouse Public House,
2012,,Statford  Rd,Statford Rd,
2012,,The  Fold,The Fold,
2012,,"The  Navigation  Public  House,  Kings  Norton","The Navigation Public House, Kings Norton",
2012,,Tiverton  Rd,Tiverton Rd,
2012,,Trittiford  Rd,Trittiford Rd,
2012,,University  Birmingham,University Birmingham,
2012,,Victoria  Steet  Small  Heath,Victoria Steet Small Heath,
2012,,Wareham  Rd,Wareham Rd,
2012,,Warwick  Crest,Warwick Crest,
2012,,Watford  Rd  Coteridge,Watford Rd Coteridge,
2012,,Wellington  Rd,Wellington Rd,
2012,,Wellington  Rd,Wellington Rd,
2012,,Wellington  Rd,Wellington Rd,
2012,,West  Boulevard,West Boulevard,
2012,,West  Cliff  Place,West Cliff Place,
2012,,White  Horse  Public  House,White Horse Public House,
2012,,"Willetts  Rd,  Turves  Green","Willetts Rd, Turves Green",
2012,,Woodthrop  Rd,Woodthrop Rd,
2012,,"Worlds  End  Ln,  Quinton","Worlds End Ln, Quinton",
2012,,Wychal  Ln,Wychal Ln,
2012,,Wychal  Ln,Wychal Ln,
2012,,Wychal  Ln,Wychal Ln,
2012,,"Wychall  Rd,  Kings  Norton","Wychall Rd, Kings Norton",
2012,,Ymca  Stone  Rd,Ymca Stone Rd,
2012,,York  Ph  York  Rd,York Ph York Rd,
2012,,"A38  Expressway,  Birmingham","A38 Expressway, Birmingham",
2012,,Aberdeen  St  Winson  Green,Aberdeen St Winson Green,
2012,,Adcadian  Ctr  Ladywell  Walk,Adcadian Ctr Ladywell Walk,
2012,,Alexander  Ave,Alexander Ave,
2012,,"Alley    Way  Off  Arcadian  Palace,  Hurst  St","Alley  Way Off Arcadian Palace, Hurst St",
2012,,Applewood  Grove  Cradley  Heath,Applewood Grove Cradley Heath,
2012,,"Arca  Bar,  City  Ctr","Arca Bar, City Ctr",
2012,,Arcadian,Arcadian,
2012,,Arcadian,Arcadian,
2012,,Arcadian,Arcadian,
2012,,Arcadian,Arcadian,
2012,,Arcadian,Arcadian,
2012,,Arcadian,Arcadian,
2012,,Arcadian,Arcadian,
2012,,Arcadian  Ctr,Arcadian Ctr,
2012,,Arcadian  Ctr,Arcadian Ctr,
2012,,Arcadian  Ctr,Arcadian Ctr,
2012,,Arcadian  Ctr,Arcadian Ctr,
2012,,Arcadian  Ctr,Arcadian Ctr,
2012,,Arcadian  Ctr,Arcadian Ctr,
2012,,Arcadian  Ctr,Arcadian Ctr,
2012,,Arcadian  Ctr,Arcadian Ctr,
2012,,Arcadian  Ctr,Arcadian Ctr,
2012,,Arcadian  Ctr,Arcadian Ctr,
2012,,Arcadian  Ctr  Ladywell  Walk,Arcadian Ctr Ladywell Walk,
2012,,"Arcadian  Ctr,  Birmingham","Arcadian Ctr, Birmingham",
2012,,"Arcadian  Ctr,  City  Ctr","Arcadian Ctr, City Ctr",
2012,,"Arcadian  Ctr,  City  Ctr,  Birmingham","Arcadian Ctr, City Ctr, Birmingham",
2012,,"Arcadian  Ctr,City  Ctr","Arcadian Ctr,City Ctr",
2012,,Arcadian  City  Ctr,Arcadian City Ctr,
2012,,"Arcadian,","Arcadian,",
2012,,"Arcadian,  Birmingham","Arcadian, Birmingham",
2012,,"Arcadian,  Birmingham","Arcadian, Birmingham",
2012,,"Arcadian,  City  Ctr","Arcadian, City Ctr",
2012,,"Arcadian,  City  Ctr","Arcadian, City Ctr",
2012,,"Arcadian,  City  Ctr","Arcadian, City Ctr",
2012,,Arcadian.,Arcadian.,
2012,,Arcadian.,Arcadian.,
2012,,Arcadian.,Arcadian.,
2012,,Arcadian.,Arcadian.,
2012,,Arcadian.,Arcadian.,
2012,,"Arka  Bar,  Arcadian  Bar","Arka Bar, Arcadian Bar",
2012,,"Aston  Hotel,  Witton  Ln","Aston Hotel, Witton Ln",
2012,,Aston  Police  Station,Aston Police Station,
2012,,"Aston  St,  City  Ctr","Aston St, City Ctr",
2012,,"Bacchus  Rd,  Winson  Green","Bacchus Rd, Winson Green",
2012,,"Bar  Risa,  Broad  St,  Birmingham","Bar Risa, Broad St, Birmingham",
2012,,Bennetts  Hill,Bennetts Hill,
2012,,"Berkeley  St,  Birmingham","Berkeley St, Birmingham",
2012,,"Berkeley  St,  Birmingham  City  Ctr","Berkeley St, Birmingham City Ctr",
2012,,"Berkley    St,  Birmingham","Berkley  St, Birmingham",
2012,,Bham  Central  Front  Office,Bham Central Front Office,
2012,,"Bierton  Rd,  Yardley","Bierton Rd, Yardley",
2012,,Birchfield  Ln  Oldbury,Birchfield Ln Oldbury,
2012,,"Birkley  Rd,  City  Ctr","Birkley Rd, City Ctr",
2012,,"Birkley  St,  City  Ctr","Birkley St, City Ctr",
2012,,Birmingham  Central  Police  Station,Birmingham Central Police Station,
2012,,Birmingham  Central  Ps,Birmingham Central Ps,
2012,,Birmingham  Central  Ps,Birmingham Central Ps,
2012,,Birmingham  Hippodrome.,Birmingham Hippodrome.,
2012,,Birmingham  Magistrates  Court,Birmingham Magistrates Court,
2012,,Birmingham  New  St  Station,Birmingham New St Station,
2012,,Birmingham  New  St  Station,Birmingham New St Station,
2012,,Birmingham  New  St  Station,Birmingham New St Station,
2012,,Bishopgate  St,Bishopgate St,
2012,,Bishopgate  St,Bishopgate St,
2012,,Bishopgate  St,Bishopgate St,
2012,,"Bliss,  Broad  St","Bliss, Broad St",
2012,,Borad  St,Borad St,
2012,,Borad  St,Borad St,
2012,,Bordesley  Park  Rd,Bordesley Park Rd,
2012,,Bp  Waterlane  Middleway,Bp Waterlane Middleway,
2012,,Bp  Waterlane  Middleway,Bp Waterlane Middleway,
2012,,Bp  Waterlane  Middleway,Bp Waterlane Middleway,
2012,,"Braod  St,  Birmingham","Braod St, Birmingham",
2012,,"Braod  St,  City  Ctr","Braod St, City Ctr",
2012,,"Brass  House,  Broad  St","Brass House, Broad St",
2012,,Bridge  St  Junction  Broad  St,Bridge St Junction Broad St,
2012,,Bristol  Rd,Bristol Rd,
2012,,Bristol  St,Bristol St,
2012,,"Bristol  St,  City  Ctr","Bristol St, City Ctr",
2012,,Broad    St,Broad  St,
2012,,"Broad  City,  Birmingham","Broad City, Birmingham",
2012,,Broad  St,Broad St,
2012,,Broad  St,Broad St,
2012,,Broad  St,Broad St,
2012,,Broad  St,Broad St,
2012,,Broad  St,Broad St,
2012,,Broad  St,Broad St,
2012,,Broad  St,Broad St,
2012,,Broad  St,Broad St,
2012,,Broad  St,Broad St,
2012,,Broad  St,Broad St,
2012,,Broad  St,Broad St,
2012,,Broad  St,Broad St,
2012,,Broad  St,Broad St,
2012,,Broad  St,Broad St,
2012,,Broad  St,Broad St,
2012,,Broad  St,Broad St,
2012,,Broad  St,Broad St,
2012,,Broad  St,Broad St,
2012,,Broad  St,Broad St,
2012,,Broad  St,Broad St,
2012,,Broad  St,Broad St,
2012,,Broad  St,Broad St,
2012,,Broad  St,Broad St,
2012,,Broad  St,Broad St,
2012,,Broad  St,Broad St,
2012,,Broad  St,Broad St,
2012,,Broad  St,Broad St,
2012,,Broad  St,Broad St,
2012,,Broad  St,Broad St,
2012,,Broad  St,Broad St,
2012,,Broad  St,Broad St,
2012,,Broad  St,Broad St,
2012,,Broad  St,Broad St,
2012,,Broad  St,Broad St,
2012,,Broad  St  Bham,Broad St Bham,
2012,,Broad  St  Birmingham,Broad St Birmingham,
2012,,Broad  St  City  Ctr,Broad St City Ctr,
2012,,Broad  St  City  Ctr,Broad St City Ctr,
2012,,"Broad  St,  Birmingham","Broad St, Birmingham",
2012,,"Broad  St,  Birmingham","Broad St, Birmingham",
2012,,"Broad  St,  Birmingham","Broad St, Birmingham",
2012,,"Broad  St,  Birmingham","Broad St, Birmingham",
2012,,"Broad  St,  Birmingham","Broad St, Birmingham",
2012,,"Broad  St,  Birmingham","Broad St, Birmingham",
2012,,"Broad  St,  Birmingham","Broad St, Birmingham",
2012,,"Broad  St,  Birmingham","Broad St, Birmingham",
2012,,"Broad  St,  Birmingham","Broad St, Birmingham",
2012,,"Broad  St,  Birmingham","Broad St, Birmingham",
2012,,"Broad  St,  Birmingham","Broad St, Birmingham",
2012,,"Broad  St,  Birmingham","Broad St, Birmingham",
2012,,"Broad  St,  Birmingham","Broad St, Birmingham",
2012,,"Broad  St,  Birmingham","Broad St, Birmingham",
2012,,"Broad  St,  City  Ctr","Broad St, City Ctr",
2012,,"Broad  St,  City  Ctr","Broad St, City Ctr",
2012,,Broad  St,Broad St,
2012,,Broad  St,Broad St,
2012,,Broad  St,Broad St,
2012,,Broad  St,Broad St,
2012,,Broad  St,Broad St,
2012,,Broad  St,Broad St,
2012,,Broad  St,Broad St,
2012,,Broad  St,Broad St,
2012,,Broad  St,Broad St,
2012,,Broad  St,Broad St,
2012,,Broad  St,Broad St,
2012,,Broad  St,Broad St,
2012,,Broad  St,Broad St,
2012,,Broad  St,Broad St,
2012,,Broad  St,Broad St,
2012,,Broad  St,Broad St,
2012,,Broad  St,Broad St,
2012,,Broad  St,Broad St,
2012,,Broad  St,Broad St,
2012,,Broad  St,Broad St,
2012,,Broad  St,Broad St,
2012,,Broad  St,Broad St,
2012,,Broad  St,Broad St,
2012,,Broad  St,Broad St,
2012,,Broad  St,Broad St,
2012,,Broad  St,Broad St,
2012,,Broad  St,Broad St,
2012,,Broad  St,Broad St,
2012,,Broad  St,Broad St,
2012,,Broad  St,Broad St,
2012,,Broad  St,Broad St,
2012,,Broad  St,Broad St,
2012,,Broad  St,Broad St,
2012,,Broad  St,Broad St,
